participant,rater_1,rater_2,rater_3,rater_4,rater_5,performance_1,performance_2,performance_3,performance_4,performance_5,hire_1,hire_2,hire_3,hire_4,hire_5,expansiveness_1,expansiveness_2,expansiveness_3,expansiveness_4,expansiveness_5,gender_1,gender_2,gender_3,gender_4,gender_5,race_1,race_2,race_3,race_4,race_5,Order,Room,qualtrics,cond,Date,Time,RA,Video,Pose,Gamble,Length,Comments,Exclude.Video,Exc.Reason,StartDate,EndDate,powerful,in_charge,dominant,in_control,leader,accomplished,successful,achieving,fullfilled,self.worth,confident,productive,aware_pp,ted_pp,heard_pp,gender,race,exclude_video1,comments_video1,exclude_video2,comments_video2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1280,1155,1084,NA,NA,4,3,3,NA,NA,1,2,3,NA,NA,4,3,5,NA,NA,2,2,1,NA,NA,1,1,1,NA,NA,51,67,y,AC,4/19/16,1:00PM,TT,Y,N,N,31,Participants,phone,went,off,during,impression,task,N,,4/19/16,13:29,4/19/16,13:30,3,3,2,2,2,3,3,2,2,4,4,2,Y,N,Y,2,1,N,NA,N,Left,position,for,more,than,30s,BUT,ONLY,DURING,INSTRUCTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,67,n,AC,4/7/16,6:45PM,NB,Y,N,N,25,"I entered in her participant number into psychopy before I brought up the video so I pressed ""esc"" and then set up the video. I then used her same number with psychopy to do the first and second task. I forgot the pictures for the physical positions and had to leave the room before I had her do the first pose to get it real quick. Was very surprised when she was told she'd have to give a speech. Asked many questions. Participant asked to stop the study before the speech task. Was very flustered and said she wouldn't even know what to say. I saved her first two videos in the proper folders.",N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1192,1383,1170,1166,NA,2,1,1,2,NA,3,3,3,1,NA,2,3,2,5,NA,1,2,2,2,NA,2,1,1,1,NA,58,67,y,AE,4/20/16,1:30PM,CT,Y,N,Y,29,Had,a,very,hard,time,with,the,speech.,Started,to,struggle,at,about,a,minute.,I,had,to,prompt,him,throughout.,N,,4/20/16,13:56,4/20/16,13:58,1,1,1,1,1,1,1,1,1,1,1,1,Y,Y,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,67,n,UE,4/20/16,12:00PM,CT,Y,NA,Y,18,"She did not want to do the speech, said she would only be able to make it a minute so it would be better for her to not do it. I dismissed her but she did the survey and rollded the die before she left. Also I gave her credit.",N,,4/20/16,12:16,4/20/16,12:18,1,3,1,2,1,1,1,1,1,2,1,1,Y,N,Y,2,1,Y,One,hand,on,the,table,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1049,1090,1323,1018,NA,1,1,1,1,NA,3,3,2,3,NA,1,2,2,1,NA,1,1,2,2,NA,3,1,1,1,NA,67,67,y,UC,4/21/16,4:30PM,NB,Y,NA,N,28,"I didn't move the camera for the second impressions task to show her head. Participant kept pausing throughout the speech. I had to use all four questions and ""please continue"" twice. She didn't  talk for the end 30 seconds of the speech. ",N,,4/21/16,16:53,4/21/16,16:54,1,1,1,1,1,1,1,1,1,3,1,1,N,N,N,2,4,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1398,1193,1298,NA,NA,4,6,4,NA,NA,2,1,1,NA,NA,3,5,2,NA,NA,1,1,2,NA,NA,1,1,5,NA,NA,12,67,y,UE,4/4/16,12:00PM,CT,Y,NA,Y,25,I,nodded,once,during,the,speech.,Forgot,to,put,lab,coat,on.,N,,4/6/16,12:22,4/6/16,12:23,3,3,3,4,4,4,4,4,4,4,4,4,N,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,67,n,AC,4/21/16,5:15PM,NB,Y,N,Y,31,"Participant did really well on the beginning of her speech. About 2 minutes in she said she didn't have anything else to say. I said ""please continue"" after 10 seconds. She said ""I don't have anything else to say"" so I asked if she wanted to end the study and she said yes. I didn't know what else to do. I still saved all of the videos and still had her do the survey and gamble. ",Y,Participant,quit,during,speech,4/21/16,17:41,4/21/16,17:42,1,1,1,1,1,1,1,1,1,1,1,1,N,N,N,2,1,N,NA,Y,Left,position,for,more,than,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1051,1000,1184,1032,NA,4,5,7,4,NA,2,2,1,2,NA,5,3,6,3,NA,2,2,2,1,NA,4,4,1,1,NA,3,67,y,UC,4/4/16,3:00,PM,NB,Y,NA,Y,26,"Victor was here. She didn't flip the gambling card over, but I didn't see her answer",N,,4/4/16,15:23,4/4/16,15:24,4,4,3,5,5,4,4,4,4,4,5,5,N,Y,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,67,n,UE,4/6/16,3:00PM,NB,N,NA,Y,25,She,didn't,want,to,be,filmed.,I,used,all,four,questions,to,keep,the,speech,going.,N,,4/6/16,15:21,4/6/16,15:23,3,4,5,5,4,2,2,2,3,5,3,3,N,N,N,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,1322,1090,1097,1024,NA,3,1,1,4,NA,3,3,3,2,NA,3,7,7,6,NA,1,1,2,2,NA,1,1,1,5,NA,24,67,y,AE,4/8/16,11:30pm,CK,Y,N,Y,30,Participant,put,his,phone,in,his,book,bag,but,didn�t,turn,it,off.,Phone,went,off,multiple,times.,Asked,participant,to,turn,it,off,before,the,speech.,,N,,4/8/16,11:57,4/8/16,11:59,2,2,2,2,2,1,1,1,1,1,3,3,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1085,1027,1212,1392,NA,6,4,6,6,NA,1,2,1,1,NA,5,4,5,6,NA,2,2,2,1,NA,1,1,1,2,NA,49,67,y,AC,4/18/16,1:30PM,CT,Y,N,Y,31,Good,speech,N,,4/18/16,13:58,4/18/16,14:00,2,1,2,3,2,4,3,3,3,4,2,3,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,1134,1382,1232,1104,NA,5,5,7,6,NA,1,2,1,1,NA,6,3,5,6,NA,2,2,2,2,NA,3,2,5,1,NA,26,67,y,UE,4/11/16,12:00PM,CT,Y,NA,N,25,I,smiled,and,nodded,slightly,once,during,speech.,Asked,if,job,was,supposed,to,be,made,up,or,real.,N,,4/11/16,12:22,4/11/16,12:23,2,2,3,3,2,4,4,2,3,4,3,4,Y,Y,Y,2,1,N,"expansive B--hands far from center of table, close to body",N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1279,1000,1307,1104,NA,5,3,3,5,NA,1,2,2,1,NA,3,4,2,5,NA,2,2,2,2,NA,3,4,1,1,NA,55,67,y,UE,4/20/16,11:15AM,TT,Y,NA,Y,27,She,giggled,and,I,briefly,smirked,N,,4/20/16,11:34,4/20/16,11:35,3,3,2,4,3,4,3,3,3,4,3,5,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1350,1281,1231,1370,NA,2,4,3,2,NA,3,1,2,2,NA,4,5,4,7,NA,,,1,1,NA,,,3,5,NA,61,67,y,UE,4/20/16,4:30PM,NB,Y,NA,Y,26,Participant,told,me,she,was,taking,the,gamble,when,she,wrote,it,down.,N,,4/20/16,16:58,4/20/16,16:59,3,3,3,3,3,4,4,3,3,3,4,4,N,N,N,2,2,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,67,n,UC,4/12/16,1:45PM,TT,N,NA,Y,25,Not,filmed,N,,4/12/16,14:07,4/12/16,14:08,4,3,3,3,3,4,4,3,4,4,4,4,N,N,N,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,1081,1253,1031,1061,NA,1,3,1,1,NA,2,3,3,3,NA,1,1,1,1,NA,2,2,1,2,NA,1,1,1,1,NA,20,67,y,UE,4/7/16,4:30PM,NB,Y,NA,Y,29,"I forgot to start the camera before I left the room for one minute, after the one minute I started the camera and gave the instructions for the five minute speech. During her speech she asked me a question and I said ""yes"" and nodded my head.",N,,4/7/16,16:55,4/7/16,16:56,2,2,2,3,2,2,2,2,2,3,2,2,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1134,1369,1276,NA,NA,1,2,3,NA,NA,3,2,3,NA,NA,3,2,5,NA,NA,2,2,2,NA,NA,3,2,1,NA,NA,46,67,y,UE,4/15/16,12:15pm,CK,Y,NA,Y,28,Part.,Asked,if,she,had,to,give,a,full,5-minute,speech.,,N,,4/15/16,12:38,4/15/16,12:40,2,1,1,1,2,3,2,2,2,2,3,3,N,N,N,2,1,N,NA,N,hands,moved,around,hips,a,lot,in,expansive,pose,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1280,1101,1181,1300,NA,2,1,4,5,NA,3,3,3,2,NA,2,1,5,5,NA,2,2,2,1,NA,1,1,1,3,NA,14,67,y,UE,4/6/16,1:30PM,CT,Y,NA,Y,24,Forgot,to,put,lab,coat,on.,Had,to,ask,multple,questions,to,push,speech,along.,Very,tense,and,uncomfortable,for,the,duration,of,the,speech.,Said,study,was,weird,at,the,end.,N,,4/6/16,13:51,4/6/16,13:52,1,1,1,1,1,1,1,1,1,3,1,2,N,Y,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1152,1197,1333,NA,NA,2,2,1,NA,NA,3,3,3,NA,NA,2,1,2,NA,NA,1,2,2,NA,NA,1,1,1,NA,NA,19,67,y,AC,4/7/16,3:17PM,CK,Y,N,N,35,"Part. Asked during speech if she had to speak for a full 5 mins. At about 2 mins left, asked, ""what if I don't have anything else to say."" Used three prompts. ",N,,4/7/16,15:48,4/7/16,15:50,1,1,1,1,1,2,1,1,3,5,3,4,Y,Y,N,2,2,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1105,1025,1224,1145,NA,6,7,5,7,NA,1,1,1,1,NA,5,4,5,6,NA,2,1,2,2,NA,2,1,1,1,NA,8,67,y,UE,4/5/16,1:45PM,TT,Y,NA,N,26,Victor,was,here.,N,,4/5/16,14:08,4/5/16,14:10,4,3,2,3,4,3,4,4,3,4,3,5,Y,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,1381,1197,1077,1205,NA,3,2,3,1,NA,2,3,1,3,NA,3,6,2,2,NA,2,2,,1,NA,1,1,,1,NA,21,67,y,UC,4/7/16,5:15PM,NB,Y,NA,Y,30,"I didn't adjust the camera to show her head for the second task on the computer. During her speech I used all 4 questions and after the four I said ""please continue"" once. ",N,,4/7/16,17:39,4/7/16,17:40,3,3,3,4,4,5,5,5,4,4,4,5,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1047,1011,1146,NA,NA,6,5,4,NA,NA,1,1,2,NA,NA,4,4,3,NA,NA,2,1,2,NA,NA,1,1,1,NA,NA,18,67,y,AE,4/7/16,2:30PM,CK,Y,N,Y,35,"Part. Asked if speech had to be exactly 5 mins. I told him yes. Asked how much time he had left w about 1 minute left in speech. Battery died, had to switch out the battery before part. Started speech. ",N,,4/7/16,15:01,4/7/16,15:02,4,4,3,4,4,4,4,3,4,5,4,4,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1319,1328,1231,NA,NA,1,5,3,NA,NA,3,2,2,NA,NA,1,5,3,NA,NA,2,2,1,NA,NA,1,2,3,NA,NA,31,67,y,UC,4/12/16,11:30AM,CK,Y,NA,Y,24,NA,N,,4/12/16,11:52,4/12/16,11:53,3,2,2,4,3,5,5,4,4,5,5,4,N,N,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1183,1070,1323,1126,NA,2,2,6,5,NA,2,3,1,1,NA,4,1,2,4,NA,2,2,2,2,NA,1,1,1,1,NA,25,67,y,UC,4/8/16,12:15pm,CK,Y,NA,Y,26,NA,N,,4/8/16,12:43,4/8/16,12:44,3,3,3,3,3,3,3,3,3,5,5,5,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1051,1369,1348,1009,NA,6,6,6,2,NA,1,1,1,3,NA,5,2,6,2,NA,2,2,1,1,NA,4,2,1,5,NA,36,67,y,AE,4/13/16,12:00PM,CT,Y,N,Y,31,NA,N,,4/13/16,12:29,4/13/16,12:30,5,5,5,4,5,5,5,5,5,5,5,5,N,N,N,2,2,N,NA,N,right,arm,above,waist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1045,1041,1206,1203,NA,5,4,5,2,NA,1,2,2,3,NA,6,2,4,2,NA,2,2,1,1,NA,1,3,1,1,NA,27,67,y,AE,4/11/16,12:45PM,CT,Y,N,Y,31,"Asked if there was a specific job to talke about for speech and if it had to be full 5 minutes. Also during the speech asked how much time left and if I had any questions for them, I said ""no, please continue""",N,,4/11/16,13:13,4/11/16,13:14,4,4,4,3,4,4,4,4,4,5,5,4,Y,Y,N,1,1,N,"expansive B--hands far from center of table, close to body",N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1118,1090,1163,1032,NA,5,5,5,6,NA,3,1,1,1,NA,5,4,5,6,NA,1,1,2,1,NA,1,1,1,1,NA,32,67,y,AE,4/12/16,1:00PM,TT,Y,N,Y,31,Pose,B,wasn�t,framed,well.,I,had,to,stop,his,speech,after,10,seconds,to,ask,his,dream,job,N,,4/12/16,13:28,4/12/16,13:29,3,3,3,4,4,2,3,4,4,4,4,4,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1037,1108,1347,1132,NA,6,6,4,4,NA,1,1,3,2,NA,4,5,7,3,NA,2,2,2,2,NA,2,2,1,1,NA,40,67,y,UE,4/14/16,1:45pm,CK,Y,NA,Y,25,NA,N,,4/14/16,14:08,4/14/16,14:09,2,2,2,2,4,4,4,4,4,4,4,4,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1049,1005,1184,1145,NA,1,4,1,3,NA,3,2,3,2,NA,2,4,2,4,NA,1,2,2,2,NA,3,3,1,1,NA,64,67,y,AE,4/21/16,1:45PM,CK,Y,N,Y,32,RA,didn't,permanently,delete,videos,from,last,session,from,computer,so,there,was,not,enough,room,in,the,camera,at,the,5-min,prep,part.,RA,deleted,files,and,put,the,1st,two,videos,from,this,session,on,the,computer.,Part.,Laughed,and,made,RA,smile.,,N,,4/21/16,14:15,4/21/16,14:16,4,3,3,4,3,4,3,3,3,5,5,3,Y,Y,Y,1,1,N,NA,N,incomplete,video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1045,1303,1097,1349,NA,4,4,3,4,NA,2,1,2,2,NA,4,3,2,2,NA,2,2,2,1,NA,1,1,1,1,NA,48,67,y,UC,4/18/16,12:45PM,CT,Y,NA,Y,27,"Asked to take her flip flops off because her feet were sweating making it hard to hold poses. Asked if speech had to go full 5 min twice, said that is a really long time. Asked how much longer during speech. Struggled and asked for a prompt, I said please give more detail about anything you just said. She was fine after that and finished the speech.",N,,4/18/16,13:11,4/18/16,13:12,4,3,3,3,3,4,3,3,3,4,4,4,N,N,N,2,2,N,NA,N,"moved while speech instructions wer given, didn't count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,67,n,UE,4/14/16,6:45PM,NB,N,NA,N,25,Chose,not,to,be,filmed.,,N,,4/14/16,19:06,4/14/16,19:07,3,2,3,1,1,2,2,2,1,3,2,3,N,N,N,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1220,1041,1333,1026,NA,5,5,3,5,NA,2,1,2,2,NA,6,6,4,5,NA,2,2,2,2,NA,1,3,1,1,NA,7,67,y,UC,4/5/16,1:00PM,TT,Y,NA,Y,27,Victor,was,here.,Speech,timer,was,set,about,30,seconds,late.,N,,4/5/16,13:25,4/5/16,13:26,1,1,1,1,1,1,1,1,1,1,1,3,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1130,1289,1298,1093,NA,2,4,2,3,NA,3,2,2,3,NA,2,5,2,2,NA,2,1,2,2,NA,2,1,5,1,NA,42,67,y,UE,4/14/16,5:15PM,NB,Y,NA,Y,26,"Asked ""what if I don't have a dream job?"" I said ""Just choose one that you would like""",N,,4/14/16,17:37,4/14/16,17:38,1,1,1,1,3,3,2,2,2,3,1,2,N,N,N,2,1,N,standing,away,from,desk,in,expansive,pose,A,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1007,1000,1304,1260,NA,1,2,1,2,NA,3,3,3,2,NA,1,5,3,3,NA,1,2,2,1,NA,1,4,4,1,NA,53,67,y,AE,4/19/16,2:30PM,TT,Y,N,N,31,Had,to,repeat,each,question,during,speech,N,,4/19/16,14:59,4/19/16,15:00,2,2,1,2,1,2,1,2,2,3,2,2,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
